"Object Number","Collection Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Level","Full Name","Scope And Content","Date","Extent","Physical/Technical","Multimedia name","Copyright","Multimedia irn"
"2009/008/2/2","Haslam","Tanzania","Tanganyika","default","default","default","default","default","default","default","default","File","Film taken on an African Safari","General description
This film shows scenes taken at a safari, but probably a separate occasion from the safari in 2009/008/2/1 as this is in a semi-tropical setting. 

Detailed description
Opening with wide view of cars driving uphill, mountain ranges and thatched huts in distance, and 2 Africans walking on a track. Cluster of huts in close-up - one large, 2 outbuildings. Flowering shrubs and fertile fields in distance. Lake in distinctive crater shape (this could be the Ngongoro Crater and its lodge which Haslam mentions in his notes) with village of thatched huts.  At the lake, a group of approx. 4 African adults (one woman in bright dress) and 3 children. Distant waterfalls.
Looking down at broad street on causeway to small island on the Lake, where there are many parked cars. A gathering of large number of local people, general view of farmland gives way to tiled roofed single storey building with flagpole and flag (black, yellow, red) and 2 khaki clad officials. Sunset and distant mountains, silhouette of semi-tropical vegetation.
02:29 Villagers with cattle and carrying water before opening out into elephants and water buffalo - elephant spraying itself. At the water's edge large herd of hippo wallowing and yawning. Camera follows large tusked elephant as it ambles through tall grass. Herd of elephants, including young calves. The sequence is leisurely, following the huge mammals, and catches a flock of pelicans on the Lake edge and a terrapin.
08:04 Group of 3 men and 3 children, surrounding sign in French saying: '[?] de Lubero, Equateur, Altitude 2200m, Don des Farines de Froment GMK Luberon'. Looking across to substantial red-tiled houses below hill ridge and cultivated fields. Views of ostriches, antelope herd (wildebeest?), jackal, hippo in the river, and flock of 7 ostriches running away. Giraffe, elephant and horned rhino.  
11:22 Hatted man creeps in front of the camera and squats down to film, no doubt just as our film-maker is doing. The rhino has paused. At the river, a great flock of bats as evening falls. 
13:00 Close-up of elephant feeding and distant snow-capped peak. Large herd of elephants, including very juvenile calves in distance and then back to feeding elephants, pulling branches with trunk. Fades out to view of jackals.","[c.1951-1953]","1 film 16mm digitised","1 film in metal can. Major vinegar syndrome.
Running time: 16:00mins
Length: 400ft
colour and b/w
silent","default","default","default"
"2009/008/2/3","Haslam","Zimbabwe","Kenya","default","default","default","default","default","default","default","default","File","Views of Victoria Falls and Royal Visit to Kenya in 1952","General description
Over half of the film is taken up with views of Victoria Falls, followed by the Great Zimbabwe Ruins. The last third shows the motorcade of the State Visit of Princess Elizabeth to Kenya prior to her father's death, dating this to February 1952.

Detailed description
Close up of lioness followed by extended shot of waterfalls [Victoria Falls]. 
02:16 Statue of explorer Dr Livingstone. Long panning shots of Falls continue.
03:38 Group of spectators become visible, filming of aspects of Fall, and a prismatic rainbow.
06:29 The river and a gorge, with high iron bridge spanning above. 
07:38 Steam train is filmed crossing the bridge.
08:43 Thatched lodge, with Union Jack flag on pole outside. Group of Indians stroll before remains of great brick structure [ie Great Zimbabwe - ruins of the ancient city of Zimbabwe built in 12th-15th century], which include conical towers and massive walls with decorative latticework topping. Occasional shots of woman in sari and man with straw hat.
11:31 A street (in Nairobi) lined with honour guard of soldiers and spectators, Union Jack flags, bunting. The anticipation of an important motorcade, a child is held up in a group near the camera, all of whom appear to be Indian. Black car and motorcycle outriders followed by open topped car. This is the first stage of the State Visit to Kenya by Princess Elizabeth just before her father King George VI died.
13:58 Banner across road with lettering 'WELCOME - Loyalty to the King and Country is our motto' and 'Muslim Community Welcomes their Royal Highnesses'. The Muslim flag flies above this. Another sign outside flag-decked building with clock tower 'WELCOMES OUR ROYAL VISITORS'. Further views of broad festive streets with cars, bicycles, pedestrians, floral decorations.","1952","1 film 16mm digitised","1 film in metal can.
Running time: 16:00mins
Length: 400ft
colour
silent","default","default","default"
"2009/008/2/4","Haslam","Netherlands","default","Egypt","default","default","default","default","default","default","default","File","Film of Sea Voyage from Europe to Africa","General description
This film was taken during a sea voyage, travelling from Europe to Africa via the Suez Canal.

Detailed description
Northern European city [Rotterdam] from the water, a boat trip past working wharves and under bridges. Flag of red, white and green. Central Station, showing modern architecture and trams. 
03:30 Tulip fields excursion.
05:25 From the sea, looking at land which is very hilly, then from inland, looking down at very large harbour with jetties and ships. Indian man and child seen on edge of film pointing out landmarks. Red tiled roofs, and below, an airstrip with aeroplane taking off. Shots of cannon so this may be a fort. Ship sails from the port at Gibraltar past limestone cliffs, through Straits of Gibraltar, along North African coastline, to another large port with the Atlas mountains in distance. Fishing dhows on sea. Coming into port [Port Said?] with rowing boats of hawkers looking up to ship, beckoning at their goods. 
11:00 Shore excursion to the pyramids and Sphinx. Camels, traders, not many tourists. Views of Cairo, modern facade of hotel, the Great Mosque. Finally, sailing through the Suez Canal, irrigated fields to one side, desert to the other. On the ocean, final view of large passenger liner with decks full with people.","[c.1950s]","1 film 16mm digitised","1 film in metal can.
Running time: 15.36mins
Length: 400ft
colour
silent","default","default","default"
"2009/008/2/5","Haslam","Tanzania","Tanganyika","default","default","default","default","default","default","default","default","File","Film showing Mount Kilimanjaro and the Maasai","General description
This film was taken to record an ascent of Mount Kilimanjaro by a small group of Indians, followed by an expedition in the surrounding National Park by larger group, including women and children. A final section shows scenes on a visit to a Maasai village.

Detailed description
View of snow-capped Mount Kilimanjaro, young man walks into forefront. Panning shots of skyline, and close-up of team of seven with walking/climbing gear. 
02:04 Ascent begins and pauses at corrugated iron huts with woman outside. 
03:07 Party is above the treeline, long shots of clouds over peak and then back to huts. Climb continues with view at sunset or dawn over cloud-topped plain from the summit. [In his notes Haslam refers to an expedition to Mount Kilimanjaro when an Indian scientist working on solar energy experiments wanted a container placed on the summit for 3 months.]
05:01 Facade of imposing large modern house possibly a hotel. Party of over 20 gathering together beside large truck, of which about 8 appear to be Indian (including 2 turbaned men and one armed soldier) dressed to climb/walk, and also at least 3 Indian women. The remainder are Africans - porters/bearers. 
07:33 Convivial procession and then shots of a picnic or camping stop, and the building of a shelter of branches, women in close up also working on the construction as night falls and the distant views are admired.
08:27 Beside a wide river, waterfowl and waders, group of Indians including small child.
10.06 Outside entrance to a residence, bonnet of limousine flying Indian flag, view of rolling hills, fertile fields, waterfalls. A child, a woman in pale sari and man in cotton shirt and slacks and several more children and women, a recreational moment by the waterfall.
11:20 Maasai village with women decked with elaborate bangles, beads, long shots of huts and social groups. 
13:51 Image of Indian woman in red sari examining the red cloths and bridal beads of a Maasai woman. Group playing a traditional mancala game. Long shot of large ceremonial procession with elaborate head dresses.","[c.1950s]","1 film 16mm digitised","1 film in metal can. Major vinegar syndrome.
Running time: 15:29mins
Length: 400ft
colour
silent","default","default","default"
"2009/008/2/6","Haslam","Switzerland","default","default","default","default","default","default","default","default","default","File","Film taken at Lake Geneva showing alpine views and waterfalls","General description
This film was probably taken on a trip to Lake Geneva in early spring, when waterfalls are at their most spectacular due to recent snowmelt. Good views of mountains and valleys from cable cars/chairlifts.

Detailed description
The first image is of plunging water which shifts to a snowy mountainside, upwards to a chairlift, and downwards to a glacier, then a shot of spring flowers in a meadow. A train climbs up past Tyrolean-style chalets. Vistas of snowy peaks and chairlifts, back down to green meadows and more wildflowers. Scenes near a lake and waterfalls. 
06:08 The film-maker shows a variety of chairlifts and a funicular.
07:12 From the lake, looking back to the mountains. Shots of trains coming into a station, and then views of the mountains, and some powerful waterfalls. again, looking at waterfalls. An evident fascination with powerful torrents 
09:07 Especially strong torrents of water. Views of city [Geneva] on lake. City streets by waterfront and spectacular bridge. 
The last section is from the lake, looking at views framed with spring blossom.","[c.1950s]","1 film 16mm digitised","1 film in metal can. 
Running time: 16:01mins
Length: 400ft
colour
silent","default","default","default"
"2009/008/2/7","Haslam","Canada","UK","default","default","default","default","default","default","default","default","File","Scenes at Niagara Falls and Expo 67 in Canada, and Kew Gardens in the UK","General description
The first part of this film was shot in Canada and shows Niagara Falls and a visit to Expo 67 in Montreal. Later there are scenes possibly taken in Scotland and an extended stroll in Kew Gardens, London.

Detailed description
A magnificent waterfall opens this film, with silhouetted high-rise buildings on the horizon. This is Niagara Falls and the Skylon Observatory, which was built in 1965. Long shots of water massing at the brink of the Falls.
03:26 Bright floral beds in a garden with three women wearing dresses of late 1960s style. A lake, with cabins and water-skiing at a recreational resort. This is followed by a city street scene, a tall skyscraper and bus terminus. 
05:12 Sight of a large dome which is the geodesic dome designed for the Montreal World Fair Expo 67. Mini-rail linking pavilions is in view, presumably these images were taken from a mini-rail car. Pavilions include Ontario, Mexico, Britain.
06.35 A family group of a woman and with two girls in shorts, one piggy-backing the other. In the background low American Cadillac-type cars. A sandy shore, a family picnic and beach games.
07:24 City park, a riverside and 3 women again, elegantly dressed. A highway and arrival at a large lake, one of the women poses by the shore with a handbag.
09.39 Small green car filmed being driven along road by lake fringed with yellow iris [Scotland?]. View over little harbour from arched window at substantial buildings of baronial style. Hillside with rhododendrum up which walks the woman who appears earlier in the film. There is a long sequence of distant mountains, snow on flanks, and edge of a lake.
13:40 In cultivated gardens, popular with visitors and identifiable as Kew Gardens when the great palm-house is filmed. Late summer as roses are dying. Families are well-dressed and formal.","1967","1 film 16mm digitised","1 film in metal can.
Running time: 16:16mins 
Length: 400ft 
colour
silent","default","default","default"
"2009/008/2/8","Haslam","India","default","default","default","default","default","default","default","default","default","File","Film taken during visit to India","General description
This film begins with an elaborate procession, perhaps to mark a significant national day in India.  This may be an all-India event as Cochin and Pondicherry are named on floats but also North India.  There is a sequence filmed in New Delhi and Agra, and the film finishes in Bombay.

Detailed description
Film starts with close up of young woman, and pans down over mountainside to a lake, houses, a terraced hillside above another smaller lake. This is immediately followed by a long sequence filming an elaborate parade, beginning with a procession of mounted soldiers on camels, followed by marching soldiers and a marching band.  Guards [Sikhs] line the processional route, at ease in khaki. 
01:13 Several richly-caparisoned elephants process, carrying elaborately dressed persons riding in howdahs.  
01:22 Float carrying Buddhist monks blowing long horns and carrying effigies of stupas and temples. This is followed by tractor-drawn cart and elaborately costumed person waving. The side of the cart says 'Travancore Cochin'.  Further floats follow, referencing Hindi deities - an avatar-like swan/bird could refer to Parvati, another float carries fertile crops surmounted by a goddess-like figure.  Further floats depicting a sailing boat, spinning and weaving at looms, dancers, tea picking, military inflatables, float with large black stallion and floating lotus on a pond, flowers filled with people, float carrying a model mountain and skiers, musicians in a jungle, and a float for Pondicherry (the French protectorate).
02:51 Party of well-dressed Indians and Europeans arrive at a large house and on close-up, several appear to be ordained clerics (Christian). A woman is presented with a basket of flowers by small child and she is introduced by the main cleric and makes a speech. There is some sort of event like a garden fete with hoop-la stall, darts, children running around and western women dressed in tailored costumes.
04:33 New Delhi and the grand Lutyens-esque buildings of government house, former Viceroy lodge. View to India Arch.  
05:14 Hamuyans Tomb and two children, on bicycles earlier, now running around the gardens.
06:22 Taj Mahal. There are no westerners in view as the crowds move along the central canal. Long sequence of shots of Taj Mahal. 
08:00 Two children sit together on a wall in front of the fort at Agra.  In close-up they appear to be Indian, wearing western dress. There is a view of the Taj Mahal through the window where Sha Jahan is said to have been imprisoned. Further views of the fort
09:39 Group are seated with two priests.
09:58 Mumbai with corner of the Taj hotel. Affluent area close to Chowpatty beach, London-type double decker buses, trams. 
11:14 Victoria station terminus in Bombay in typical Indo-Saracenic architectural style.","[c.1950s]","1 film 16mm digitised","1 film in metal can.
Running time: 14:00mins
Length: 300ft
colour
silent","default","default","default"
"2009/008/2/9","Haslam","Kenya","default","default","default","default","default","default","default","default","default","File","Safari to Lake Amboseli","General description
This film reflects the life of Indians in Africa with detailed close-ups of a large group travelling together on an expedition, which includes game drives, a sequence of a cricket match, picnics, and a flag-raising ceremony, as a prelude to the laying of a foundation stone. Family life and relationships between the generations are frequently glimpsed, and there are details of clothing and transport.

Film begins with boxes and packages assembled in front of truck painted with sign Nairobi to Lake Amboseli. Group of Indians descend steps of modern building (opening with one child, one young woman in shalwar kameez, 3 men). More women in saris join group. Side of truck painted with sign 'Sayed Omer and Bros, Kajaido'. [Kajaido is a town in Kenya 80km from Nairobi].
03:00 Monkeys in trees and long shot of elephants at close range, large tusked bull elephant and young calves. Quality of film is poor. Antelope appear, rhino and calf in distance.
03:23 Young woman in shalwar kameez stands on top of truck with 6 men and 3 women in saris, most looking through binoculars. Later, group enlarged now, seated under palm thatch shelter and it becomes clear that there is a cricket match going on. This is filmed at some length, with cuts to groups of school children, mostly Indian, and the spectators sitting in the shade of the shelter. Buildings which look like residential bungalows surround the pitch.
06:22 Waterfall in leafy valley, pans to boulder-strewn river, and small seated group.  Next frame shows a warning 'Stay in your Car'.  Distant shapes of gnu, ostrich, giraffe.
08:54 Close-up of lioness and cubs.
10:12 A crocodile basks on riverbank where hippo is submerging. Shot of road on hillside, with parked cars, and then view across plains to distant hills, panning round to high mountain peak. Group pose in open sided truck, with Coca Cola logo emblazoned on door. Bonnet of engine is propped up.
12:15 More shots of game, herd of elephant and giraffe, and a horned rhino at speed. Large herd of zebra and springbok cross the vista.
12:58 Woman in patterned sari with 2 small boys seated on fallen tree. Large flock of vultures around animal corpse.  Giraffe, zebra and waterfalls. Long shot of dramatic series of falls before close up of Indian woman cooking and ladling food. Large party eating traditionally with finger scoop, chapattis.  More long shots of waterfalls [in Amboseli National Park?].
15:21 Cars have halted outside an Anglicised church, close-up of stone carvings, one of Christ, another of 2 antelope drinking at a waterfall above the words Crux dum volvitur [translates as part of a Carthusian motto - The cross is steady whilst the world is turning]. More animals, including a herd of cows, before the party are filmed scrambling down a slope to picnic beside a river.  Group of young men clamber over makeshift bridge (treetrunk) and paddle in a stream.
18:04 Larger group of men together with thatched village huts in background; two are carrying rifles. The group climbs into an open truck. 
18:17 In a change of location, a larger group of Indian men and women are gathered, well-dressed, and many in  Indian dress. A car halts and a woman in a sari emerges, to be presented with a bouquet from a child. The group gather around a flagpole and the Indian flag is raised. A building under construction is glimpsed in background as a large group gather around the flag, including an elderly Sikh with a long beard. Close-up of workmen with a trowel and the woman in the sari is then presented with a trowel. She appears to be laying a foundation stone.","[c.1950s]","1 film 16mm digitised","1 film with box labelled 'Rejects'. 
Running time: 19:22mins
Length: 400ft
b/w 
silent","default","default","default"
"2005/078/1","Elliott","Egypt","Aden","Yemen","Kenya","Somalia","Jubaland","default","default","default","default","File","Photograph Album","The images in this album depict Francis Elliott's life in East Africa in the run up to World War 1. There are photographs of the interior and exterior of his house in Kismayu, Somalia, and of his shamba in Nairobi. There are also images of fellow Europeans in both Somalia and Kenya, some of them colleagues from the Police or King's African Rifles. There are several sections of the album showing the ""Police lines"" (HQ) in Somalia where Elliott worked, and group photographs of the Somalian police troops for whom he was responsible. A number of the images are taken in Kenya, and again show police work and group shots. A section of photographs depict police troops en route for the Anglo-Somali war, or so-called ""Mad Mullah campaign.""

There are numerous images of the Somali countryside, particularly around the River Juba, showing police on their manouevres but also glimpses of local people, including an Ogaden Chief, and their customs. The album also contains a number of ""tourist"" shots, featuring Lamu, Aden, Port Said and Suez. A section towards the end of the album contains a number of hunting photographs taken on safari.

The photographs are not dated, and do not appear to have been inserted in chronological order as sections depicting the same events or subjects have in several cases been split.

N.B. There is a potentially distressing image of a hanging on page 28.","c. 1910","1 volume","1 bound volume containing 64 pages of b/w (with a few sepia) photographs glued on to the pages. Manuscript caption for almost all photographs. Back cover of volume has become detached.","BEC 2005-078 ELLIOT [BC].tif","[Copyright] Bristol Record Office","204375"
"2005/078/1/1","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Somali police recruits enlisted at Kismayu","Somali police troops lined up at arms

Original manuscript caption: Somali recruits enlisted at Kismayu","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-1[v2].tif","[Copyright] Bristol Record Office","204473"
"2005/078/1/10","Elliott","Kenya","default","default","default","default","default","default","default","default","default","Item","A Nairobi Street","View of tree lined street with two figures

Original manuscript caption: A Nairobi Street","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-10[v2].tif","[Copyright] Bristol Record Office","204482"
"2005/078/1/100","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Captain Smith with two policemen","European man in uniform flanked by two policemen

Original manuscript caption: Capt. Smith who took over charge of the Police for me & whom I relieved lately","c. 1910","1 photograph","1 b/w photograph glued into album","2005-078-1-100.tif","[Copyright] Bristol Record Office","205222"
"2005/078/1/101","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Police troop ship arriving at Kismayu","Figures in uniform on the deck of a ship

Original manuscript caption: Arriving at Kismayu. Some police in foreground.","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-101[v2].tif","[Copyright] Bristol Record Office","205223"
"2005/078/1/102","Elliott","Jubaland","Somalia","default","default","default","default","default","default","default","default","Item","Camels, Somalia","View of houses with camels in the foreground.

Original manuscript caption: Juberland. Horses.","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-102[v2].tif","[Copyright] Bristol Record Office","205224"
"2005/078/1/103","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Kismayu from Harbour","Distant shot of houses on the Somali coast seen across water

Original manuscript caption: Kismayu from Harbour","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-103[v2].tif","[Copyright] Bristol Record Office","205225"
"2005/078/1/104","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Entering Kismayu Harbour","Very distant shot of buildings from the water.

Original manuscript caption: Entering Kismayu harbour. Another steamer in distance.","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-104[v2].tif","[Copyright] Bristol Record Office","205226"
"2005/078/1/105","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Birds of Prey","Distant shot of large birds

Original manuscript caption: Birds of Prey","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-105[v2].tif","[Copyright] Bristol Record Office","205227"
"2005/078/1/106","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Egrets in flight","Very distant view of birds seen across open land

Original manuscript caption: Egrets in flight","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-106[v2].tif","[Copyright] Bristol Record Office","205228"
"2005/078/1/107","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Crocodiles, River Juba","Crocodiles on a beach by the River Juba with trees behind them

Original manuscript caption: Crocs enjoying sun. R. Juba","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-107[v2].tif","[Copyright] Bristol Record Office","205229"
"2005/078/1/108","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Crocodiles sleeping on mud bank","Very distant view of crocodiles taken across the River Juba.

Original manuscript caption: Crocodiles sleeping on mud bank. R. Juba","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-108[v2].tif","[Copyright] Bristol Record Office","205230"
"2005/078/1/109","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Police lines","View of a parade ground with one storey building behind.

Original manuscript caption: Snap of Police lines","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-109[v2].tif","[Copyright] Bristol Record Office","205231"
"2005/078/1/11","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Farm labourers planting trees","African men planting trees in a field

Original manuscript caption: Shamba boys planting trees","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-11[v2].tif","[Copyright] Bristol Record Office","204483"
"2005/078/1/110","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","H.M.S. Forte in Kismayu Harbour","Picture of a ship on water

Original manuscript caption: H.M.Forte in Kismayu harbour","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-110[v2].tif","[Copyright] Bristol Record Office","205232"
"2005/078/1/111","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Police lines","Low buildings at edge of parade ground with uniformed figures in background.

Original manuscript caption: Police lines","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-111[v2].tif","[Copyright] Bristol Record Office","205233"
"2005/078/1/112","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Police lines","View of low buildings around parade ground.

Original manuscript pcation: Police lines","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-112[v2].tif","[Copyright] Bristol Record Office","205234"
"2005/078/1/113","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Crocodiles on River Juba","Very distant view of crocodiles taken across water

Original manuscript caption: Crocs on R. Juba","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-113[v2].tif","[Copyright] Bristol Record Office","205235"
"2005/078/1/114","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","The Beach, Kismayu","View of beach and sea along the Somali coast.

Original manuscript caption: The Beach, Kismayu","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-114[v2].tif","[Copyright] Bristol Record Office","205236"
"2005/078/1/115","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","River steamer in Kismayu Harbour","Distant view of steamer taken across water.

Original manuscript caption: The river steamer in harbour","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-115[v2].tif","[Copyright] Bristol Record Office","205237"
"2005/078/1/116","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","River Juba","Shot of River Juba fringed with trees

Original manuscript caption: River Snap","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-116[v2].tif","[Copyright] Bristol Record Office","205238"
"2005/078/1/117","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Somalis washing in river at Afinadu","Two Somali men washing in the river

Original manuscript caption: Somalis washing at Afinadu","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-117[v2].tif","[Copyright] Bristol Record Office","205239"
"2005/078/1/118","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Portrait of Somali man","Portrait of a Somali man standing on a beach

Original manuscript caption: A Somali","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-118[v2].tif","[Copyright] Bristol Record Office","205240"
"2005/078/1/119","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Canoe transport on the River Juba","View of figures loading cargo onto a dug out canoe at the edge of a river. On the canoe is a canopy, with the caption suggesting Elliott travels in luxury.

Original manuscript caption: The way I travel on the Juba river","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-119[v2].tif","[Copyright] Bristol Record Office","205241"
"2005/078/1/12","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Kismayu doctor","Front view of man standing on steps

Original manuscript caption: Kismayu doctor","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-12[V2].tif","[Copyright] Bristol Record Office","204484"
"2005/078/1/120","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Transport along the River Juba","View of figures on a barge being towed by a boat.

Original manuscript caption: The way my police travel on the Juba","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-120[v2].tif","[Copyright] Bristol Record Office","205242"
"2005/078/1/121","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Prospective police recruit","Somali man leaning on a stick with grass hut behind.

Original manuscript caption: Somali who wants to join the police","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-121[v2].tif","[Copyright] Bristol Record Office","205243"
"2005/078/1/122","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Morning room and gramophone","Whitewashed room with canopies and a table on which rests a huge horned gramophone

Original manuscript caption: My Morning room & gramophone","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-122[v2].tif","[Copyright] Bristol Record Office","205244"
"2005/078/1/123","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Dining room","Corner of a room with dining table and standard lamp

Original manuscript caption: My dining room","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-123[v2].tif","[Copyright] Bristol Record Office","205245"
"2005/078/1/124","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Jubaland staff and settlers","Posed group portrait with dog inside house.

Original manuscript caption: Juberland Staff & settlers. Heywood, Salkeld, Grimshaw, Riegr (x), Mrs.Salkeld, Dr. Lumb, Argyroupoule (x). x= settlers.","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-124[v2].tif","[Copyright] Bristol Record Office","205246"
"2005/078/1/125","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Elliott's house","Exterior view of whitewashed house with palm fronds.

Original manuscript caption: The front of my house","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-125[v2].tif","[Copyright] Bristol Record Office","205248"
"2005/078/1/126","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Wa Boni village","View of round huts with Somalian villagers and a European man standing  in front of them.

Original manuscript caption: Wa Boni huts. A native river village","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-126[v2].tif","[Copyright] Bristol Record Office","205249"
"2005/078/1/127","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Christmas lunch","Five European men seated at an al fresco dining table under trees with servant standing behind.

Original manuscript caption: Xmas lunch","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-127[v2].tif","[Copyright] Bristol Record Office","205250"
"2005/078/1/128","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Kismayu Club","Three men seated in clubhouse with standing servant. Hunting trophies adorn the walls.

Original manuscript caption: Kismayu Club","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-128[v2].tif","[Copyright] Bristol Record Office","205251"
"2005/078/1/129","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Entrance Hall","View of square room with table, presumably in Elliott's house.

Original manuscript caption: Entrance Hall","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-129[v2].tif","[Copyright] Bristol Record Office","205252"
"2005/078/1/13","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Kismayu doctor","Profile view of man standing on steps

Original manuscript caption: Kismayu doctor","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-13[V2].tif","[Copyright] Bristol Record Office","204485"
"2005/078/1/130","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Study","Corner of room with table, rug and ornate wall hangings.

Original manuscript caption: My Study","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-130[v2].tif","[Copyright] Bristol Record Office","205253"
"2005/078/1/131","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Group of Somali women","Group of three Somali women wearing headscarves and carrying pots.

Original manuscript caption: Somali Ladies","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-131[v2].tif","[Copyright] Bristol Record Office","205254"
"2005/078/1/132","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Colonial officials, Jubaland","Group of European men posing on the steps of the Jubaland Club with a dog.

Original manuscript caption: Juberland Officials","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-132[v2].tif","[Copyright] Bristol Record Office","205255"
"2005/078/1/133","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Somali bush country","Picture of thorn bushes

Original manuscript caption: The way we fortify ourselves when on safari in Somali country","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-133[v2].tif","[Copyright] Bristol Record Office","205256"
